City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,marsa alam,25.0757,34.8918,28.53,51,0,3.73,EG,1727209839
286,at taj,24.2049,23.2857,29.99,30,0,5.19,LY,1727209840
287,tabas,33.5959,56.9244,32.12,10,0,2.06,IR,1727209792
288,mbanza-ngungu,-5.25,14.8667,22.8,80,100,1.03,CD,1727209842
289,deuchendorf,47.4649,15.3196,12.94,90,100,0.7,AT,1727209844
290,midelt,32.6852,-4.7451,19.4,53,12,4.29,MA,1727209845
291,kirakira,-10.4544,161.9205,27.42,80,18,4.27,SB,1727209846
292,mugia,43.1041,-9.2179,17.73,94,100,5.03,ES,1727209847
293,mandalgarh,25.2,75.1,27.13,65,37,0.38,IN,1727209849
294,egersund,58.4513,5.9997,11.95,89,100,1.47,NO,1727209850
295,tazacorte,28.629,-17.9293,22.54,89,75,5.66,ES,1727209851
296,nacala,-14.5428,40.6728,23.62,73,20,4.63,MZ,1727209853
297,ar ruways,24.1103,52.7306,31.95,59,0,4.11,AE,1727209855
298,gemena,3.25,19.7667,21.63,98,100,0.63,CD,1727209856
299,cabedelo,-6.9811,-34.8339,26.37,81,14,6.1,BR,1727209857
300,novo aripuana,-5.1206,-60.3797,29.14,55,98,1.39,BR,1727209858
301,katsuura,35.1333,140.3,22.01,73,100,10.01,JP,1727209860
302,utrik,11.2278,169.8474,28.23,76,78,3.25,MH,1727209861
303,yallahs,17.8748,-76.5624,31.85,83,100,3.51,JM,1727209862
304,brush,40.2589,-103.6238,23.57,35,100,3.6,US,1727209803
305,bela,25.9333,81.9833,26.24,84,99,2.67,IN,1727209864
306,buka,40.8108,69.1986,18.56,28,0,1.75,UZ,1727209866
307,andrews,32.3187,-102.5457,31.15,47,0,1.85,US,1727209867
308,kulhudhuffushi,6.6221,73.07,28.35,78,93,8.73,MV,1727209868
309,fortuna,40.5982,-124.1573,23.51,60,20,3.6,US,1727209869
310,enewetak,11.3474,162.3373,28.87,75,94,5.33,MH,1727209871
311,el granada,37.5027,-122.4694,29.36,50,0,6.17,US,1727209872
312,bratsk,56.1325,101.6142,4.27,87,100,5.56,RU,1727209873
313,bentiu,9.2333,29.8333,22.55,83,40,1.83,SS,1727209874
314,mangalia,43.8,28.5833,19.59,77,13,2.62,RO,1727209876
315,alaghsas,17.0187,8.0168,35.99,15,6,3.34,NE,1727209878
316,chibougamau,49.9168,-74.3659,14.79,88,100,4.12,CA,1727209879
317,faya-largeau,17.9257,19.1043,36.56,18,6,3.84,TD,1727209881
318,paphos,34.7667,32.4167,22.88,68,0,2.06,CY,1727209882
319,vila franca do campo,37.7167,-25.4333,24.23,89,76,5.86,PT,1727209883
320,sorong,-0.8833,131.25,25.54,86,86,2.56,ID,1727209884
321,mata-utu,-13.2816,-176.1745,26.94,78,30,5.48,WF,1727209886
322,cuatro cienegas de carranza,26.9833,-102.0833,31.73,33,0,4.72,MX,1727209887
323,broome,42.2506,-75.833,17.01,67,100,4.63,US,1727209888
324,darab,28.7519,54.5444,27.29,18,5,0.69,IR,1727209889
325,nyurba,63.2842,118.3319,8.73,87,100,3.3,RU,1727209892
326,antigonish,45.6169,-61.9986,16.75,80,100,1.79,CA,1727209893
327,lisakovsk,52.5369,62.4936,5.06,62,9,2.8,KZ,1727209894
328,illizi,26.4833,8.4667,34.15,20,91,1.58,DZ,1727209896
329,jayapura,-2.5333,140.7,24.66,91,92,0.3,ID,1727209742
330,kermit,31.8576,-103.0927,28.91,51,0,1.54,US,1727209898
331,balikpapan,-1.2675,116.8289,25.56,90,95,1.93,ID,1727209899
332,mkushi,-13.6202,29.3939,18.08,53,0,3.38,ZM,1727209900
333,prince albert,53.2001,-105.7677,24.97,38,20,7.2,CA,1727209902
334,sambalpur,21.45,83.9667,25.13,92,100,1.25,IN,1727209903
335,fortaleza,-3.7227,-38.5247,27.07,74,20,5.66,BR,1727209356
336,tibanbang,6.6315,126.1055,26.33,80,100,1.55,PH,1727209906
337,chernushka,56.5072,56.0766,2.88,62,15,1.44,RU,1727209907
338,green cove springs,29.9919,-81.6781,32.81,59,7,0.89,US,1727209908
339,nabire,-3.3667,135.4833,22.86,87,78,1.38,ID,1727209909
340,kencong,-8.2833,113.3667,23.59,90,28,1.21,ID,1727209910
341,nova vicosa,-17.8919,-39.3719,25.26,71,0,5.67,BR,1727209742
342,egilsstadir,65.2653,-14.3948,1.95,87,100,2.06,IS,1727209913
343,lihue,21.9789,-159.3672,27.98,68,20,6.69,US,1727209914
344,dezhou,37.4486,116.2925,16.05,72,11,2.61,CN,1727209915
345,juan griego,11.0817,-63.9655,39.07,39,19,4.63,VE,1727209804
346,pirot,43.1531,22.5861,15.11,74,40,1.24,RS,1727209919
347,alice springs,-23.7,133.8833,16.75,100,75,0.0,AU,1727209920
348,del rio,29.3627,-100.8968,35.06,43,0,4.63,US,1727209921
349,conception bay south,47.4999,-52.9981,11.97,89,100,6.31,CA,1727209924
350,tughyl,47.7252,84.2063,11.16,53,70,5.86,KZ,1727209925
351,riohacha,11.5444,-72.9072,32.06,70,20,3.6,CO,1727209926
352,hadibu,12.65,54.0333,25.55,82,43,6.27,YE,1727209927
353,loch garman,52.3342,-6.4575,13.27,100,100,2.24,IE,1727209928
354,alto araguaia,-17.3147,-53.2153,34.11,15,97,2.89,BR,1727209930
355,odemira,37.598,-8.6397,17.98,95,100,2.7,PT,1727209931
356,nuku'alofa,-21.1333,-175.2,23.19,83,75,4.12,TO,1727209932
357,saldanha,-33.0117,17.9442,10.03,91,100,3.09,ZA,1727209934
358,narrabri,-30.3167,149.7833,20.29,56,100,3.13,AU,1727209935
359,t'aebaek,37.1759,128.9889,13.0,93,49,1.04,KR,1727209936
360,michelstadt,49.6736,9.0025,14.27,92,100,1.34,DE,1727209937
361,mount pearl,47.5166,-52.7813,11.19,89,100,6.69,CA,1727209938
362,santarem,-2.4431,-54.7083,34.07,49,20,4.12,BR,1727209921
363,kuching,1.55,110.3333,26.69,77,40,2.68,MY,1727209941
364,ta`u,-14.2336,-169.5144,26.61,82,24,6.35,AS,1727209942
365,patterson,37.4716,-121.1297,36.64,11,0,2.28,US,1727209944
366,kyparissia,37.2511,21.6736,21.93,77,0,2.12,GR,1727209945
367,adamovka,51.5223,59.9396,6.05,50,79,3.04,RU,1727209946
368,iguape,-24.7081,-47.5553,20.73,95,32,2.64,BR,1727209948
369,wagenfeld,52.55,8.5833,15.66,93,36,5.43,DE,1727209949
370,shizunai-furukawacho,42.3339,142.3669,13.37,78,85,5.94,JP,1727209950
371,ugoofaaru,5.6667,73.0,27.97,79,69,8.34,MV,1727209951
372,thakhek,17.4103,104.8307,22.13,100,100,0.55,LA,1727209953
373,tromso,69.6496,18.957,7.01,76,75,5.66,NO,1727209954
374,quesnel,52.9999,-122.5029,21.28,56,0,3.09,CA,1727209955
375,lejanias,3.5251,-74.0216,29.16,55,11,2.23,CO,1727209956
376,alice,27.7523,-98.0697,30.09,73,100,8.23,US,1727209957
377,guadalupe y calvo,26.1,-106.9667,18.04,81,70,2.22,MX,1727209959
378,bermejo,-32.8833,-68.8,23.95,20,0,2.06,AR,1727209960
379,grand gaube,-20.0064,57.6608,21.88,79,21,1.34,MU,1727209961
380,hobyo,5.3505,48.5268,25.01,82,8,11.02,SO,1727209962
381,el aioun,34.5832,-2.5061,20.59,59,24,0.8,MA,1727209963
382,de aar,-30.6497,24.0123,15.13,15,40,2.71,ZA,1727209965
383,ibipeba,-11.6408,-42.0111,30.27,25,78,5.94,BR,1727209966
384,nuuk,64.1835,-51.7216,7.34,81,0,2.06,GL,1727209700
385,al mutayrifi,25.4788,49.5576,31.19,24,0,2.67,SA,1727209968
386,el colomo,19.05,-104.25,29.57,78,98,4.67,MX,1727209970
387,alofi,-19.0595,-169.9187,22.94,88,75,4.63,NU,1727209972
388,aksu,41.1231,80.2644,21.34,34,3,1.46,CN,1727209973
389,kolonia,50.9333,6.95,16.18,88,100,2.57,DE,1727209786
390,baiti,13.745,-14.7482,24.26,91,100,0.69,SN,1727209976
391,moyynkum,44.2914,72.9469,17.76,38,70,4.27,KZ,1727209977
392,salavan,15.7167,106.4167,21.86,99,100,1.23,LA,1727209978
393,kailua-kona,19.6406,-155.9956,29.6,67,20,4.63,US,1727209979
394,araioses,-2.89,-41.9031,28.99,70,0,6.17,BR,1727209980
395,severo-yeniseyskiy,60.3725,93.0408,0.9,95,98,4.72,RU,1727209982
396,linden,6.0,-58.3,29.76,61,99,3.29,GY,1727209983
397,kourou,5.1552,-52.6478,27.66,78,33,4.16,GF,1727209984
398,atafu village,-8.5421,-172.5159,28.31,79,74,6.19,TK,1727209985
399,caleta de carquin,-11.0925,-77.6267,19.53,78,78,5.55,PE,1727209986
400,tuy hoa,13.0833,109.3,24.37,95,80,0.94,VN,1727209988
401,zelenoborskiy,66.845,32.3622,7.74,95,100,3.55,RU,1727209989
402,wurtulla,-26.7568,153.1256,15.03,95,43,2.83,AU,1727209990
403,gereida,11.2811,25.1414,25.64,73,93,2.73,SD,1727209991
404,harper,4.375,-7.7169,24.7,90,88,4.95,LR,1727209994
405,kattivakkam,13.2167,80.3167,27.05,93,100,4.98,IN,1727209995
406,la ronge,55.1001,-105.2842,21.14,52,75,5.66,CA,1727209996
407,fort st. john,56.2499,-120.8529,17.94,48,75,6.69,CA,1727209997
408,yichang,30.7144,111.2847,19.74,66,82,1.1,CN,1727209999
409,huarmey,-10.0681,-78.1522,20.23,76,56,5.09,PE,1727210000
410,sovetskaya gavan',48.9723,140.2878,9.99,66,99,0.91,RU,1727210001
411,soe,-9.8607,124.284,18.53,93,16,1.09,ID,1727210002
412,tosno,59.54,30.8775,13.95,67,100,3.6,RU,1727210004
413,itaituba,-4.2761,-55.9836,35.09,49,20,4.12,BR,1727210005
414,madera,37.1666,-119.8343,38.89,18,0,2.9,US,1727210006
415,ola,59.5833,151.2833,3.56,55,0,3.15,RU,1727210007
416,bandundu,-3.3167,17.3667,25.03,83,97,2.55,CD,1727210009
417,onega,63.9061,38.1404,9.39,69,100,4.1,RU,1727210010
418,teguise,29.0605,-13.564,20.12,68,20,5.66,ES,1727210011
419,siwa oasis,29.2041,25.5195,29.59,34,0,2.68,EG,1727210013
420,malvan,16.0667,73.4667,26.02,91,100,6.4,IN,1727210014
421,maceio,-9.6658,-35.7353,25.69,73,20,4.63,BR,1727209986
422,cambria,35.5641,-121.0808,36.8,73,40,2.49,US,1727210016
423,khao wong,16.7001,104.0902,22.77,100,100,1.41,TH,1727210018
424,san agustin,20.5333,-103.4667,26.62,44,75,2.57,MX,1727210019
425,lapithos,35.3375,33.1792,24.43,69,3,4.38,CY,1727210020
426,trinidad,-14.8333,-64.9,37.99,37,20,4.12,BO,1727210021
427,kill devil hills,36.0307,-75.676,22.77,77,100,4.63,US,1727210022
428,zabaykal'sk,49.6333,117.3167,7.46,67,1,1.78,RU,1727210024
429,hasaki,35.7333,140.8333,23.63,59,100,8.64,JP,1727210025
430,idil,37.3411,41.8895,19.96,46,0,3.09,TR,1727210026
431,al bawiti,28.3492,28.8659,23.84,46,0,5.05,EG,1727210027
432,toliara,-23.35,43.6667,24.66,67,86,1.99,MG,1727210029
433,sittwe,20.15,92.9,27.09,87,100,6.66,MM,1727210030
434,khromtau,50.2503,58.4347,5.97,45,97,3.71,KZ,1727210031
435,qarqaraly,49.4058,75.4742,2.98,57,91,1.6,KZ,1727210032
436,inhambane,-23.865,35.3833,20.54,69,3,3.55,MZ,1727210034
437,ierapetra,35.01,25.7353,22.96,57,0,2.92,GR,1727210035
438,greymouth,-42.4667,171.2,9.66,63,62,0.09,NZ,1727210036
439,ashibetsu,43.5097,142.1856,4.45,89,21,1.82,JP,1727210037
440,brensbach,49.7739,8.8844,14.44,98,100,6.32,DE,1727210039
441,kargasok,59.0556,80.8572,1.33,90,100,5.65,RU,1727210040
442,staritsa,56.5075,34.9354,11.93,61,100,2.94,RU,1727210041
443,gunjur,13.2019,-16.7339,27.51,80,98,4.24,GM,1727210042
444,chiriguana,9.3624,-73.6031,35.16,44,49,1.59,CO,1727210044
445,simanggang,1.2472,111.4528,23.99,94,99,1.54,MY,1727210045
446,ouargla,31.9493,5.325,29.04,37,0,4.12,DZ,1727210046
447,bulgan,48.8125,103.5347,7.23,58,51,1.51,MN,1727210047
448,obsharovka,53.125,48.8531,6.77,45,12,1.28,RU,1727210048
449,wamba,8.9333,8.6,22.1,97,34,0.78,NG,1727210050
450,priob'ye,62.5206,65.5964,1.52,65,17,7.89,RU,1727209994
451,coconut grove,25.7126,-80.257,32.77,68,75,7.72,US,1727210052
452,sitka,57.0531,-135.33,11.94,76,100,4.63,US,1727210053
453,lerwick,60.1545,-1.1494,9.28,69,5,8.0,GB,1727210055
454,dubno,50.4169,25.7343,16.96,53,53,5.04,UA,1727210056
455,balsas,-7.5325,-46.0356,34.22,22,76,1.54,BR,1727210057
456,el paujil,1.5701,-75.3286,33.84,35,0,0.25,CO,1727210058
457,mitu,1.1983,-70.1733,31.69,54,74,2.01,CO,1727209980
458,praia da vitoria,38.7333,-27.0667,25.14,78,20,6.92,PT,1727210062
459,kyshtovka,56.555,76.6271,0.37,86,16,4.35,RU,1727210063
460,ehingen,48.2826,9.7275,12.22,88,75,1.54,DE,1727210065
461,qulsary,46.9531,54.0198,15.89,73,100,5.1,KZ,1727210066
462,tolanaro,-25.0319,46.9987,20.04,94,75,4.12,MG,1727210067
463,tofol,5.3248,163.0078,28.59,72,12,4.14,FM,1727210068
464,traiguen,-38.25,-72.6833,11.2,63,80,4.29,CL,1727210070
465,labrador city,52.9463,-66.9114,15.95,51,100,2.57,CA,1727210046
466,robertsport,6.7533,-11.3686,24.03,97,100,3.39,LR,1727210072
467,bumba,2.1833,22.4667,21.98,99,100,2.55,CD,1727210073
468,mana,5.6592,-53.7767,27.71,77,22,5.29,GF,1727210074
469,kenai,60.5544,-151.2583,10.08,85,100,2.06,US,1727210076
470,quepos,9.4236,-84.1652,25.81,86,100,1.99,CR,1727210077
471,torghay,49.6339,63.4981,8.01,41,100,3.96,KZ,1727210078
472,yugorsk,61.3133,63.3319,1.06,78,7,5.29,RU,1727210079
473,freetown,8.484,-13.2299,24.24,94,100,3.74,SL,1727210081
474,noshiro,40.2039,140.0242,11.13,81,0,4.37,JP,1727210082
475,hakui,36.8833,136.7833,18.47,88,3,1.06,JP,1727210083
476,bor,56.3567,44.0669,7.96,43,100,2.26,RU,1727210084
477,bubaque,11.2833,-15.8333,27.29,81,100,4.43,GW,1727210085
478,kot addu,30.4692,70.9671,31.95,33,73,2.74,PK,1727210087
479,ulsteinvik,62.3432,5.8487,10.17,79,100,5.93,NO,1727210088
480,essaouira,31.5125,-9.77,21.72,64,9,2.06,MA,1727210089
481,kotabumi,-4.8333,104.9,24.88,86,100,0.7,ID,1727210090
482,amga,60.8953,131.9608,-0.14,91,42,1.55,RU,1727210091
483,kuqa,41.7278,82.9364,21.81,33,47,1.47,CN,1727210094
484,wotho,10.1657,166.0102,28.76,75,87,5.4,MH,1727210095
485,parit raja,1.8681,103.1124,23.22,96,100,0.97,MY,1727210097
486,puerto ayacucho,5.6639,-67.6236,32.47,63,55,2.01,VE,1727210098
487,kyzyl-mazhalyk,51.1333,90.6,4.31,56,64,1.37,RU,1727210099
488,binbrook,43.121,-79.804,20.15,85,100,5.14,CA,1727210100
489,krasnomayskiy,57.6194,34.4099,11.01,70,38,2.71,RU,1727210101
490,saint-joseph,-21.3667,55.6167,20.21,79,18,4.7,RE,1727210103
491,al muwayh,22.4333,41.7583,29.5,16,0,3.31,SA,1727210104
492,majene,-3.5403,118.9707,25.55,87,96,2.72,ID,1727210105
493,'ain benian,36.8028,2.9219,22.03,62,100,3.99,DZ,1727210108
494,oyama,36.3,139.8,17.67,69,94,3.06,JP,1727210109
495,korla,41.7597,86.1469,22.32,33,72,2.23,CN,1727210110
496,biloela,-24.4167,150.5,15.73,79,44,1.36,AU,1727210111
497,piacabucu,-10.4056,-36.4344,23.94,78,69,3.44,BR,1727210114
498,minot air force base,48.4209,-101.3391,24.1,35,0,5.66,US,1727210115
499,north bend,43.4065,-124.2243,21.2,71,98,2.31,US,1727210116
500,nanao,37.05,136.9667,18.51,89,10,0.63,JP,1727210117
501,santa marta de ortigueira,43.6833,-7.85,16.81,87,99,3.05,ES,1727210120
502,xiaogan,30.9167,113.9,18.04,67,83,1.52,CN,1727210121
503,fort abbas,29.1925,72.8536,34.68,26,59,3.72,PK,1727210122
504,maine soroa,13.2114,12.0241,30.54,47,5,3.06,NE,1727210124
505,ocean shores,46.9737,-124.1563,22.0,86,0,3.13,US,1727210125
506,bayanhongor,46.7167,100.1167,0.68,74,40,1.3,MN,1727210126
507,mar del plata,-38.0023,-57.5575,16.96,63,0,5.14,AR,1727209506
508,kataba,8.4604,-0.7732,25.19,90,53,1.42,GH,1727210128
509,pontianak,-0.0333,109.3333,25.99,94,100,0.51,ID,1727210130
510,bontang,0.1333,117.5,26.75,84,74,1.96,ID,1727210131
511,port douglas,-16.4833,145.4667,22.28,85,58,2.48,AU,1727210132
512,xilin hot,43.9667,116.0333,6.59,93,14,1.93,CN,1727210133
513,gamba,-2.65,10.0,24.19,87,57,2.87,GA,1727210136
514,tanaina,61.6269,-149.4281,7.13,95,100,0.0,US,1727210137
515,magadan,59.5667,150.8,3.41,55,2,3.37,RU,1727210138
516,vilhena,-12.7406,-60.1458,37.27,16,21,1.36,BR,1727210118
517,newman,37.3138,-121.0208,39.72,11,0,1.57,US,1727210141
518,tocopilla,-22.092,-70.1979,19.09,68,25,6.1,CL,1727209873
519,grabouw,-34.1515,19.0151,11.93,89,100,1.68,ZA,1727210143
520,krasnoturansk,54.3186,91.5639,4.74,64,14,4.46,RU,1727210144
521,rockport,28.0206,-97.0544,30.03,78,40,5.14,US,1727210146
522,lagunas,-5.2269,-75.6753,37.58,30,79,1.85,PE,1727210147
523,kayenta,36.7278,-110.2546,25.39,15,0,2.94,US,1727210148
524,jianshui,23.6363,102.8264,17.68,95,70,1.59,CN,1727210149
525,coquimbo,-29.9533,-71.3436,17.85,60,0,6.17,CL,1727209952
526,kavieng,-2.5744,150.7967,28.4,77,15,5.63,PG,1727210152
527,bayanaul,50.7889,75.6956,3.24,67,5,1.87,KZ,1727210153
528,celestun,20.8667,-90.4,29.93,69,32,6.55,MX,1727210154
529,leh,34.1667,77.5833,10.93,18,0,3.6,IN,1727210155
530,ha'il,27.5219,41.6907,30.01,16,0,2.06,SA,1727210157
531,damulog,7.4836,124.9431,22.28,98,100,0.56,PH,1727210158
532,bardsir,29.9227,56.5743,20.75,15,1,1.35,IR,1727210159
533,cold lake,54.4502,-110.2017,22.97,38,20,8.23,CA,1727210160
534,ilhabela,-23.7781,-45.3581,22.29,92,16,1.88,BR,1727210161
535,bandipura,34.4167,74.65,19.58,51,0,2.43,IN,1727210163
536,igboho,8.8333,3.75,22.71,96,92,2.05,NG,1727210164
537,jaora,23.6333,75.1333,27.32,78,100,1.82,IN,1727210167
538,omdurman,15.6445,32.4777,33.58,34,98,6.76,SD,1727210168
539,ust'-barguzin,53.45,108.9833,7.18,78,7,3.13,RU,1727210169
540,ostersund,63.1792,14.6357,7.56,100,100,3.6,SE,1727210171
541,'alaqahdari dishu,30.4374,63.313,28.67,14,11,2.89,AF,1727210172
542,campo gallo,-26.5833,-62.85,32.3,31,0,2.59,AR,1727210173
543,tadine,-21.55,167.8833,23.56,69,9,5.5,NC,1727210174
544,belyye stolby,55.3314,37.854,10.92,66,0,3.0,RU,1727210176
545,puerto carreno,6.189,-67.4859,34.99,52,20,3.6,CO,1727210177
546,labytnangi,66.6572,66.4183,1.76,70,92,8.55,RU,1727210178
547,island harbour,50.724,-1.2758,14.43,68,92,0.45,GB,1727210179
548,floresville,29.1336,-98.1561,37.7,39,16,3.13,US,1727210180
549,san juan de miraflores,-12.1629,-76.9635,22.32,69,66,4.41,PE,1727210182
550,jiuquan,39.7432,98.5174,18.01,44,42,1.77,CN,1727210183
551,enriquillo,17.9,-71.2333,29.03,66,100,4.36,DO,1727210184
552,mayahi,13.9553,7.6712,32.26,49,84,3.79,NE,1727210185
553,suining,30.508,105.5733,27.26,52,100,2.99,CN,1727210187
554,nadi,-17.8,177.4167,23.0,68,75,6.69,FJ,1727210188
555,malpica,43.3228,-8.8105,17.99,95,86,2.62,ES,1727210189
556,jining,35.405,116.5814,15.21,74,0,1.82,CN,1727210190
557,laukaa,58.7372,29.8453,16.16,60,100,3.78,RU,1727210193
558,karamay,45.6004,84.8661,20.55,24,99,2.17,CN,1727210194
559,lompoc,34.6391,-120.4579,21.4,71,1,5.66,US,1727210195
560,champerico,14.3,-91.9167,27.33,82,100,6.22,GT,1727210197
561,mae hong son,19.3003,97.9685,22.99,100,100,0.53,TH,1727210198
562,atlantic,39.4668,-74.6663,20.03,71,100,5.66,US,1727210199
563,slavyanka,42.8633,131.3847,15.6,91,54,3.58,RU,1727210200
564,galliano,29.4422,-90.2992,32.0,51,0,2.06,US,1727210202
565,judenburg,47.1667,14.6667,11.4,94,75,1.03,AT,1727210203
566,swidwin,53.7746,15.7767,12.97,94,38,5.76,PL,1727210204
567,santana,-0.0583,-51.1817,33.1,58,20,5.14,BR,1727210205
568,singaparna,-7.3515,108.111,21.46,94,100,0.05,ID,1727210206
569,rongelap,11.1635,166.8941,28.43,76,27,4.35,MH,1727210208
570,boende,-0.2167,20.8667,21.54,98,66,1.52,CD,1727210209
571,dalhart,36.0595,-102.5133,28.01,24,0,9.26,US,1727210210
